CLONE;456;479;496;506;510;512;519;525;539;546;571;587;593;596;598;600;603;607;609;624;629;632;635;658;662;665;682;746;756
CL_1;0;;0;1;;0;1;1;1;0;1;1;1;1;1;1;0;1;0;1;1;1;1;;1;0;0;0;0
CL_1;;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
CL_1;0;1;0;0;0;0;1;1;0;0;0;0;1;1;0;1;0;0;;0;0;;0;;0;1;0;0;
CL_1;0;;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;;1;1;1;;0;;0;0;0;0;
CL_1;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;0;0;0;
CL_1;0;;1;1;0;1;0;1;1;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;
CL_2;0;0;1;1;;1;1;1;0;0;0;1;1;0;1;1;0;0;1;1;1;1;1;;1;1;1;0;0
CL_2;0;0;0;0;;0;0;0;0;0;0;1;;0;0;0;1;0;0;0;0;0;1;0;1;1;0;;
CL_2;0;0;1;1;;1;1;1;1;1;1;0;1;1;1;1;1;0;0;1;1;1;1;;1;0;0;0;0
CL_2;;;;0;;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;0;0;0;;0;0;1;1;0
CL_2;0;0;0;0;;;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;;0;;0;0;0;0;0
CL_2;0;1;1;1;;1;1;1;0;1;0;1;1;1;1;1;0;1;1;1;1;0;1;;1;0;0;1;0
CL_2;0;;0;1;;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;0;0;0;;0;0;1;0;0
CL_2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;
CL_2;1;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;0;0;;
CL_3;;;0;1;;0;0;1;1;0;1;0;1;1;1;1;0;1;1;0;0;0;0;;0;0;0;0;
CL_3;;;1;0;1;0;;;1;1;0;0;0;;0;1;;;0;0;0;1;1;;1;0;0;0;
CL_3;0;;1;0;0;1;1;1;0;0;1;0;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0
CL_3;0;0;0;1;0;0;1;1;1;1;1;0;1;1;1;1;0;1;;0;0;;0;;0;0;0;0;0
CL_3;0;0;1;0;0;1;1;1;0;1;0;1;1;1;1;1;1;1;1;0;1;;0;;0;1;0;0;0
CL_3;;;1;1;;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;;
CL_4;0;1;0;1;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;0;1;1;0
CL_4;0;1;1;1;;1;1;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
CL_4;0;0;1;1;;0;1;1;1;1;0;1;1;1;1;1;0;0;0;0;1;0;0;;0;0;0;0;0
CL_4;0;0;0;1;;1;1;1;0;0;1;1;1;1;1;1;0;1;1;0;0;1;0;;1;1;1;1;0
CL_4;0;1;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;;0;1;0;0;0
CL_4;0;0;1;1;0;;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;;0;0;0;0;0;0;
CL_4;;1;1;1;0;1;1;1;1;1;0;;1;1;0;0;0;0;0;0;0;;0;;0;1;0;1;
CL_5;0;;0;0;;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;0;0;0;;
CL_5;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;;0;0;0;;0;;0;0;0;;
CL_5;;;;;;;;;;;;0;;0;0;0;0;0;0;0;1;;0;;0;0;0;;
CL_5;0;0;1;0;0;;0;1;1;0;0;0;1;1;0;1;0;1;0;0;1;;1;;0;0;0;0;0
CL_5;0;0;1;0;0;;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;0;0;0;0
CL_5;0;1;1;1;0;;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;1;0;1;;0;;
CL_5;0;0;1;1;0;1;1;1;0;0;0;0;1;1;0;1;0;1;1;1;1;;1;0;1;0;1;;
CL_6;0;0;0;1;;0;1;1;1;0;1;1;1;1;0;1;0;1;0;1;0;;0;0;0;0;0;0;0
CL_6;0;0;0;1;;;1;1;1;0;1;0;1;0;0;1;1;;0;1;0;;1;;0;0;0;0;0
CL_6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CL_6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CL_6;0;0;0;0;0;;0;1;1;0;0;0;0;1;1;1;1;;0;1;0;1;0;0;0;0;0;0;
CL_6;0;;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
CL_6;0;;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;0;0;0;0;0;
CL_6;0;0;0;0;0;;1;1;1;0;0;0;1;0;0;1;0;1;1;1;1;0;1;1;0;0;0;;
CL_6;0;;1;1;0;1;1;1;1;0;1;1;1;1;1;0;0;1;1;0;0;1;0;0;0;0;0;0;
CL_7;0;0;0;1;0;1;1;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;
CL_7;0;1;1;0;0;1;1;1;1;1;0;0;;0;0;0;0;0;0;0;0;;0;;0;0;0;0;
CL_7;0;0;1;1;0;0;1;1;1;1;1;1;1;1;1;1;0;1;;0;0;;1;;0;0;0;0;
CL_7;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;0;0;0;
CL_7;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
CL_7;0;0;0;0;0;1;0;1;0;0;1;0;1;1;0;0;0;1;1;1;0;0;1;0;0;;0;0;
CL_7;0;0;0;1;0;1;1;1;1;0;0;1;1;1;0;0;1;0;0;0;0;;0;;0;0;0;0;
CL_8;0;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;;1;0;1;1;0;0;;0;0;
CL_8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;
CL_8;0;;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
CL_8;0;0;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;0;0;0;
CL_8;0;0;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
CL_8;0;0;;1;0;1;1;1;1;0;1;0;0;0;1;0;0;;;0;0;0;0;0;0;0;0;1;
CL_9;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;
CL_9;0;0;0;0;0;0;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;
CL_9;0;0;1;0;0;;1;1;0;1;0;0;0;1;0;1;0;0;0;0;1;;1;0;0;;0;0;
CL_9;0;0;1;1;1;1;1;1;0;1;1;0;0;0;0;1;1;0;;0;0;0;0;0;0;0;0;0;
CL_9;0;0;1;1;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;;1;;1;0;0;0;
CL_9;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;1;
CL_9;0;0;0;0;0;0;0;1;0;1;1;1;1;1;1;1;1;0;0;1;0;0;1;0;0;;0;0;
CL_10;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;
CL_10;0;0;;1;0;;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;;1;0;0;1;1;0;
CL_10;0;;0;0;0;0;0;1;0;1;0;0;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;
CL_10;0;;0;0;0;0;0;1;0;1;0;0;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;
CL_10;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1;1;0;1;1;1;0;
CL_10;0;0;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;;;1;1;1;;0;0;0;0;
CL_11;0;;0;1;0;1;1;1;0;0;0;1;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;
CL_11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
CL_11;0;1;1;1;0;0;0;1;1;1;1;1;0;1;1;1;0;1;1;0;0;;0;;0;0;0;0;
CL_11;0;;0;1;0;1;1;1;0;0;0;1;1;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;
CL_11;0;1;0;1;0;1;1;1;1;;;;;;;;;;;;;;;;;;;;
CL_11;0;1;0;1;0;1;1;0;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;;1;;1;0;
CL_11;0;0;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;
CL_12;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;
CL_12;0;;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
CL_12;0;1;1;1;0;;1;1;1;0;1;0;1;1;1;1;1;;1;1;1;;1;;1;0;0;0;
CL_12;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;;0;0;0;;0;;0;0;0;0;
CL_12;0;0;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;1;1;0;1;;0;;0;1;0;0;
CL_12;0;0;1;0;0;0;1;0;1;1;0;1;1;1;1;1;1;;1;1;0;;0;;0;0;0;0;
CL_13;0;0;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;;0;0;;0;;1;1;0;0;
CL_13;0;;1;1;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
CL_13;0;;0;1;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;
CL_13;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;;0;;0;0;0;0;
CL_13;0;;0;1;0;0;1;1;0;0;0;1;1;1;1;1;0;1;1;1;0;0;1;0;0;0;0;0;
